city,street,housenumber,apartmentnumber
Jerusalem,Ben Gurion,17,2
Haifa,Sokolov,9,10
Rehovot,Allenby,17,9
Haifa,Arlozorov,4,7
Tel Aviv,Dizengoff,1,9
Nazareth,Begin,20,6
Jerusalem,Sokolov,1,5
Rehovot,HaYarkon,10,0
Ashdod,Herzl,4,6
Ashkelon,HaYarkon,13,0
Rishon LeZion,Sokolov,9,5
Tel Aviv,Eshkol,2,10
Nazareth,Eshkol,15,8
Herzliya,Bialik,5,8
Ramat Gan,Dizengoff,3,0
Petah Tikva,Herzl,4,3
Beer Sheva,Ben Gurion,4,7
Netanya,Jabotinsky,10,4
Kfar Saba,Sokolov,20,0
Kfar Saba,Herzl,10,0
Netanya,Allenby,3,4
Rishon LeZion,Allenby,16,5
Beer Sheva,Ben Gurion,15,3
Jerusalem,Sokolov,14,1
Beer Sheva,Ben Gurion,3,7
Ashdod,Sokolov,10,10
Ramat Gan,Rabin,8,10
Modiin,HaYarkon,16,8
Rishon LeZion,Dizengoff,19,10
Tel Aviv,Arlozorov,13,0
Ashdod,King George,17,6
Kfar Saba,Arlozorov,14,0
Modiin,Rabin,7,8
Ashkelon,King George,8,6
Nazareth,Sokolov,2,7
Herzliya,Rabin,8,10
Bnei Brak,HaYarkon,17,9
Kfar Saba,Rabin,13,7
Netanya,Dizengoff,6,1
Kfar Saba,Rabin,11,5
Petah Tikva,HaYarkon,10,9
Ashkelon,Ben Gurion,15,6
Modiin,King George,12,4
Kfar Saba,Ben Gurion,13,1
Nazareth,Sokolov,17,3
Ramat Gan,HaYarkon,18,6
Tel Aviv,Rothschild,2,9
Kfar Saba,Arlozorov,19,3
Petah Tikva,Rothschild,18,3
Herzliya,Allenby,20,7
Ramat Gan,Begin,15,0
Ramat Gan,Begin,18,2
Petah Tikva,Begin,10,0
Tel Aviv,Herzl,2,6
Ashdod,Rothschild,16,6
Tel Aviv,Eshkol,6,4
Tel Aviv,Rothschild,16,3
Haifa,Arlozorov,10,4
Netanya,Sokolov,8,3
Modiin,Eshkol,11,5
Petah Tikva,Rothschild,10,7
Kfar Saba,HaYarkon,6,4
Tel Aviv,Ben Gurion,4,5
Rishon LeZion,Jabotinsky,9,0
Kfar Saba,Herzl,10,7
Nazareth,Jabotinsky,1,2
Kfar Saba,King George,20,0
Bnei Brak,Arlozorov,1,9
Netanya,Rabin,17,10
Ramat Gan,Begin,6,8
Jerusalem,Ben Gurion,9,10
Bnei Brak,Dizengoff,5,8
Netanya,Begin,6,10
Rishon LeZion,Jabotinsky,18,0
Rehovot,HaYarkon,19,4
Petah Tikva,Rothschild,13,0
Rehovot,Sokolov,8,8
Petah Tikva,Sokolov,17,4
Ashdod,Herzl,5,6
Kfar Saba,Rabin,4,10
Netanya,Bialik,16,8
Kfar Saba,Ben Gurion,10,0
Herzliya,Jabotinsky,3,2
Jerusalem,Rothschild,12,5
Beer Sheva,Sokolov,10,5
Bnei Brak,Allenby,10,7
Rishon LeZion,Eshkol,19,4
Herzliya,Bialik,9,1
Netanya,Jabotinsky,16,6
Haifa,Eshkol,16,1
Jerusalem,Begin,8,8
Netanya,Begin,7,7
Rishon LeZion,Bialik,14,0
Netanya,Rabin,17,7
Rishon LeZion,Arlozorov,18,0
Tel Aviv,King George,7,8
Jerusalem,Bialik,15,5
Netanya,Eshkol,1,1
Netanya,HaYarkon,19,5
Petah Tikva,Eshkol,17,1
Modiin,Jabotinsky,19,10
Modiin,Jabotinsky,1,3
Ashkelon,Arlozorov,2,0
Netanya,Sokolov,9,4
Herzliya,Bialik,20,7
Modiin,Dizengoff,16,7
Rehovot,Rothschild,13,4
Herzliya,HaYarkon,3,6
Modiin,Sokolov,20,8
Ramat Gan,Rabin,13,0
Ramat Gan,Allenby,9,6
Ramat Gan,Sokolov,10,6
Ashdod,Sokolov,2,0
Beer Sheva,Sokolov,12,8
Kfar Saba,Allenby,16,1
Beer Sheva,Rabin,13,5
Netanya,Ben Gurion,19,5
Nazareth,Ben Gurion,13,8
Herzliya,Ben Gurion,18,3
Bnei Brak,Bialik,2,0
Jerusalem,Jabotinsky,5,6
Netanya,Arlozorov,11,4
Modiin,Bialik,5,9
Tel Aviv,Ben Gurion,4,2
Tel Aviv,HaYarkon,8,10
Haifa,Rabin,13,6
Tel Aviv,Bialik,19,3
Netanya,Allenby,1,9
Beer Sheva,Eshkol,16,3
Bnei Brak,Jabotinsky,10,1
Beer Sheva,Ben Gurion,10,10
Tel Aviv,Allenby,11,4
Haifa,Jabotinsky,16,9
Haifa,King George,5,7
Tel Aviv,Arlozorov,2,5
Herzliya,HaYarkon,7,3
Ramat Gan,Eshkol,15,5
Beer Sheva,Arlozorov,8,0
Ashkelon,Rabin,6,1
Ramat Gan,Sokolov,4,5
Herzliya,King George,10,6
Petah Tikva,Sokolov,1,8
Jerusalem,Eshkol,19,0
Tel Aviv,HaYarkon,16,9
Netanya,Eshkol,1,5
Ramat Gan,Arlozorov,19,10
Modiin,Bialik,8,7
Tel Aviv,Rothschild,9,10
Bnei Brak,King George,6,2
Petah Tikva,HaYarkon,7,10
Kfar Saba,King George,12,5
Ashkelon,HaYarkon,3,1
Ashkelon,Herzl,12,9
Bnei Brak,Ben Gurion,14,8
Tel Aviv,Ben Gurion,2,6
Haifa,Allenby,2,6
Kfar Saba,Begin,2,6
Herzliya,Ben Gurion,13,7
Jerusalem,Herzl,8,5
Netanya,Sokolov,20,9
Ashkelon,Jabotinsky,3,8
Rehovot,King George,2,2
Beer Sheva,Begin,1,8
Rishon LeZion,Herzl,15,1
Ashkelon,Rothschild,9,0
Netanya,Arlozorov,2,9
Herzliya,Rothschild,5,0
Ashdod,Rabin,11,0
Jerusalem,Herzl,16,1
Rishon LeZion,Dizengoff,17,3
Nazareth,Dizengoff,20,7
Ashkelon,Herzl,14,3
Netanya,Rabin,12,3
Petah Tikva,Herzl,16,8
Bnei Brak,Jabotinsky,17,0
Modiin,Rabin,13,5
Rishon LeZion,Jabotinsky,4,0
Beer Sheva,HaYarkon,18,8
Petah Tikva,Sokolov,8,4
Herzliya,Begin,8,1
Petah Tikva,Bialik,10,7
Nazareth,Rothschild,6,7
Ramat Gan,Arlozorov,20,1
Bnei Brak,Eshkol,16,8
Ramat Gan,HaYarkon,15,3
Herzliya,Arlozorov,3,10
Rehovot,Allenby,2,5
Ashkelon,Bialik,5,4
Ramat Gan,Rothschild,12,2
Netanya,Eshkol,13,9
Petah Tikva,Dizengoff,9,6
Kfar Saba,Dizengoff,7,0
Rishon LeZion,Bialik,8,2
Tel Aviv,Allenby,15,3
Kfar Saba,HaYarkon,17,6
Modiin,Jabotinsky,15,10
Kfar Saba,Ben Gurion,9,5
Ashdod,Dizengoff,4,0
Ashdod,Rothschild,19,6
Nazareth,Allenby,2,0
Ashdod,Herzl,19,3
Kfar Saba,Arlozorov,13,10
Jerusalem,Arlozorov,9,5
Rehovot,Sokolov,17,4
Jerusalem,King George,15,4
Ramat Gan,Allenby,12,7
Rehovot,Jabotinsky,17,9
Herzliya,Sokolov,3,8
Nazareth,Sokolov,16,3
Rishon LeZion,Sokolov,15,7
Petah Tikva,Jabotinsky,2,8
Ramat Gan,Arlozorov,16,3
Beer Sheva,Herzl,7,5
Netanya,Begin,2,0
Herzliya,Dizengoff,11,1
Netanya,Begin,13,2
Modiin,Jabotinsky,16,6
Petah Tikva,HaYarkon,8,9
Ashkelon,Arlozorov,14,10
Herzliya,Rabin,13,9
Beer Sheva,Jabotinsky,16,2
Ashdod,Jabotinsky,17,2
Jerusalem,King George,18,10
Petah Tikva,Jabotinsky,20,10
Jerusalem,Rothschild,3,3
Bnei Brak,HaYarkon,19,5
Ashdod,Sokolov,8,2
Ashdod,Ben Gurion,16,0
Rehovot,Dizengoff,16,9
Tel Aviv,Begin,7,1
Rehovot,Herzl,20,3
Ashkelon,Rabin,11,6
Rehovot,Sokolov,9,9
Modiin,Begin,15,8
Beer Sheva,HaYarkon,12,1
Haifa,Bialik,10,9
Netanya,Rabin,15,3
Rehovot,Herzl,17,2
Rishon LeZion,King George,1,9
Nazareth,Sokolov,3,4
Herzliya,Ben Gurion,12,8
Netanya,Eshkol,12,8
Ashdod,Eshkol,17,3
Tel Aviv,Arlozorov,10,7
Netanya,Herzl,12,0
Ramat Gan,Jabotinsky,13,6
Nazareth,Ben Gurion,8,9
Petah Tikva,Arlozorov,15,0
Modiin,King George,2,0
Petah Tikva,Rothschild,3,10
Kfar Saba,Bialik,18,8
Tel Aviv,Begin,9,8
Ramat Gan,King George,13,5
Modiin,Ben Gurion,18,6
Modiin,Jabotinsky,10,5
Kfar Saba,Bialik,13,8
Tel Aviv,Bialik,18,8
Ashdod,King George,4,6
Rishon LeZion,King George,18,0
Ashkelon,Herzl,5,8
Nazareth,Sokolov,7,10
Beer Sheva,Sokolov,18,0
Herzliya,Allenby,1,7
Jerusalem,Rothschild,9,10
Ramat Gan,Rabin,19,7
Bnei Brak,Eshkol,7,5
Ramat Gan,Dizengoff,19,9
Ashkelon,Bialik,4,7
Ashkelon,Dizengoff,5,0
Haifa,Rothschild,15,5
Herzliya,Bialik,7,7
Ramat Gan,Rothschild,20,7
Nazareth,King George,14,1
Ramat Gan,Jabotinsky,18,6
Jerusalem,Dizengoff,3,9
Ashdod,Rabin,7,5
Bnei Brak,Herzl,6,8
Modiin,Begin,4,5
Kfar Saba,Ben Gurion,18,10
Modiin,Herzl,11,6
Ashkelon,Arlozorov,19,4
Petah Tikva,Rothschild,7,2
Rishon LeZion,Jabotinsky,13,8
Nazareth,Sokolov,4,4
Nazareth,Arlozorov,10,7
Haifa,Begin,17,7
Rishon LeZion,Rothschild,10,1
Herzliya,HaYarkon,15,2
Modiin,Eshkol,19,8
Herzliya,Sokolov,12,6
Ashkelon,Herzl,8,8
Beer Sheva,Arlozorov,5,2
Netanya,Rabin,6,9
Rehovot,Sokolov,12,6
Ashkelon,Bialik,17,4
Ashkelon,Bialik,16,6
Kfar Saba,Ben Gurion,2,7
Modiin,Begin,8,3
Beer Sheva,Begin,20,4
Haifa,Jabotinsky,12,7
Tel Aviv,Dizengoff,4,0
Ashdod,Arlozorov,1,7
Rehovot,Ben Gurion,10,3
Bnei Brak,Rabin,11,0
Tel Aviv,King George,20,7
Rishon LeZion,Sokolov,3,0
Beer Sheva,Begin,8,10
Ramat Gan,Begin,1,0
Ashkelon,Arlozorov,12,1
Herzliya,Dizengoff,4,5
Petah Tikva,Ben Gurion,7,9
Tel Aviv,Arlozorov,15,10
Rishon LeZion,Jabotinsky,3,0
Haifa,Arlozorov,8,4
Rehovot,Begin,17,5
Beer Sheva,Begin,10,2
Kfar Saba,HaYarkon,20,8
Haifa,HaYarkon,5,1
Kfar Saba,Arlozorov,15,5
Modiin,Rabin,6,10
Modiin,King George,19,3
Beer Sheva,HaYarkon,17,1
Rishon LeZion,HaYarkon,12,7
Rehovot,Ben Gurion,2,8
Jerusalem,Herzl,20,8
Herzliya,Bialik,14,10
Ramat Gan,Sokolov,20,1
Ashdod,Allenby,11,3
Kfar Saba,Jabotinsky,19,4
Jerusalem,Begin,11,10
Ashdod,Sokolov,6,2
Netanya,Rabin,12,6
Bnei Brak,King George,10,0
Nazareth,Bialik,17,0
Ashdod,King George,8,10
Jerusalem,Eshkol,2,6
Nazareth,Rothschild,16,10
Modiin,Bialik,5,2
Bnei Brak,Allenby,2,5
Herzliya,Herzl,3,9
Jerusalem,Jabotinsky,18,5
Nazareth,Herzl,15,2
Ramat Gan,Dizengoff,8,8
Rehovot,Dizengoff,20,3
Rishon LeZion,Allenby,1,6
Rishon LeZion,Arlozorov,9,9
Herzliya,Rothschild,2,7
Beer Sheva,Herzl,4,8
Jerusalem,King George,2,3
Ashdod,Eshkol,7,6
Herzliya,Jabotinsky,6,9
Nazareth,Begin,13,7
Beer Sheva,Dizengoff,5,9
Ashkelon,HaYarkon,18,5
Herzliya,Eshkol,11,0
Bnei Brak,King George,2,3
Tel Aviv,Jabotinsky,13,10
Nazareth,Allenby,14,3
Netanya,Allenby,18,6
Bnei Brak,Sokolov,2,5
Rehovot,Ben Gurion,1,2
Jerusalem,Rothschild,14,6
Ashdod,Ben Gurion,6,4
Jerusalem,Jabotinsky,18,0
Netanya,Ben Gurion,20,2
Ramat Gan,King George,16,6
Tel Aviv,Herzl,7,1
Ramat Gan,Eshkol,11,3
Ashdod,Jabotinsky,6,1
Ashkelon,Rabin,20,8
Haifa,Sokolov,16,0
Petah Tikva,Allenby,12,5
Netanya,Eshkol,12,10
Bnei Brak,King George,4,8
Modiin,HaYarkon,2,5
Rehovot,King George,8,7
Netanya,Allenby,4,8
Petah Tikva,Sokolov,3,0
Herzliya,Rabin,7,2
Ashdod,King George,15,0
Ashkelon,King George,5,5
Rehovot,Begin,19,4
Petah Tikva,Rabin,2,3
Herzliya,Bialik,14,0
Netanya,Jabotinsky,12,0
Rehovot,Jabotinsky,19,6
Modiin,Ben Gurion,20,9
Nazareth,Rothschild,18,7
Herzliya,Begin,20,4
Bnei Brak,King George,10,10
Jerusalem,Eshkol,8,5
Herzliya,Eshkol,5,4
Beer Sheva,Begin,13,3
Rishon LeZion,Eshkol,10,4
Rishon LeZion,Dizengoff,5,3
Beer Sheva,King George,8,2
Rishon LeZion,Rabin,11,5
Tel Aviv,Rabin,14,0
Netanya,Rothschild,6,7
Netanya,Ben Gurion,9,0
Ashkelon,Bialik,7,9
Jerusalem,Dizengoff,1,1
Tel Aviv,Dizengoff,17,6
Tel Aviv,Rabin,7,6
Rishon LeZion,Rabin,6,10
Rehovot,Rabin,14,0
Ramat Gan,King George,9,0
Ramat Gan,Eshkol,19,5
Petah Tikva,HaYarkon,6,0
Haifa,Herzl,4,9
Ashkelon,Dizengoff,6,1
Tel Aviv,Begin,4,2
Kfar Saba,Bialik,4,5
Ashkelon,Rabin,15,8
Petah Tikva,Sokolov,14,0
Nazareth,Sokolov,17,0
Netanya,Arlozorov,4,6
Kfar Saba,Bialik,5,8
Bnei Brak,Dizengoff,17,3
Kfar Saba,Begin,3,1
Bnei Brak,King George,20,8
Rehovot,Allenby,17,0
Kfar Saba,Herzl,15,0
Herzliya,Arlozorov,3,9
Haifa,Herzl,11,9
Haifa,HaYarkon,14,10
Petah Tikva,Begin,5,1
Ashkelon,Bialik,15,4
Petah Tikva,Allenby,13,9
Ramat Gan,Herzl,9,4
Haifa,Rabin,11,7
Ashkelon,Ben Gurion,4,0
Modiin,Herzl,13,8
Kfar Saba,Bialik,5,1
Netanya,Rabin,4,5
Herzliya,Jabotinsky,14,0
Kfar Saba,Begin,2,5
Jerusalem,Ben Gurion,18,3
Haifa,Begin,6,0
Modiin,Bialik,2,0
Rehovot,Eshkol,11,5
Rehovot,Bialik,17,7
Beer Sheva,Begin,17,0
Herzliya,Bialik,17,6
Ashdod,Dizengoff,16,0
Rehovot,Bialik,14,10
Rishon LeZion,Rothschild,9,5
Beer Sheva,Allenby,15,3
Rehovot,Bialik,5,7
Ramat Gan,Ben Gurion,16,7
Beer Sheva,Bialik,18,6
Haifa,Ben Gurion,15,7
Jerusalem,Sokolov,15,8
Rishon LeZion,Dizengoff,11,10
Jerusalem,Begin,17,1
Tel Aviv,Begin,14,8
Ashkelon,HaYarkon,16,10
Haifa,Sokolov,5,4
Kfar Saba,Dizengoff,11,0
Ramat Gan,Begin,3,10
Petah Tikva,Rothschild,16,0
Beer Sheva,Sokolov,16,5
Bnei Brak,Herzl,7,0
Rishon LeZion,Arlozorov,5,4
Nazareth,HaYarkon,1,7
Jerusalem,King George,5,7
Ashdod,Ben Gurion,5,0
Ramat Gan,HaYarkon,18,4
Nazareth,Rothschild,12,8
Beer Sheva,Bialik,10,5
Petah Tikva,Dizengoff,12,4
Beer Sheva,Bialik,2,8
Rishon LeZion,Rothschild,2,8
Nazareth,King George,12,7
Ashdod,Bialik,16,4
Beer Sheva,Eshkol,16,9
Petah Tikva,Arlozorov,15,7
Herzliya,Ben Gurion,14,10
Rehovot,Ben Gurion,5,1
Netanya,King George,17,0
Rishon LeZion,King George,8,4
Nazareth,Sokolov,2,8
Rishon LeZion,Begin,4,2
Kfar Saba,Herzl,2,6
Beer Sheva,Jabotinsky,2,0
Herzliya,Ben Gurion,10,3
Rishon LeZion,Jabotinsky,19,3
Ashdod,Ben Gurion,18,8
Haifa,Sokolov,3,7
Netanya,Dizengoff,7,10
Herzliya,Ben Gurion,19,7
Petah Tikva,King George,6,2
Ashkelon,Rabin,8,9
Herzliya,Ben Gurion,3,4
Rehovot,Herzl,8,5
Tel Aviv,Sokolov,13,8
Ashdod,Jabotinsky,13,6
Jerusalem,Dizengoff,4,9
Bnei Brak,Begin,5,8
Rishon LeZion,King George,18,8
Kfar Saba,Rothschild,10,1
Ashkelon,Jabotinsky,1,6
Ashkelon,King George,11,0
Bnei Brak,HaYarkon,6,0
Rishon LeZion,Begin,5,7
Beer Sheva,Allenby,3,7
Kfar Saba,Jabotinsky,17,0
Modiin,Allenby,3,8
Bnei Brak,Rabin,14,8
Jerusalem,Sokolov,3,4
Bnei Brak,HaYarkon,11,8
Tel Aviv,Rothschild,20,8
Haifa,Dizengoff,18,0
Beer Sheva,Ben Gurion,8,0
Nazareth,Arlozorov,14,5
Haifa,Sokolov,16,10
Petah Tikva,Begin,6,6
Jerusalem,Ben Gurion,16,7
Petah Tikva,King George,6,4
Ashdod,Begin,3,3
Petah Tikva,Dizengoff,9,5
Petah Tikva,Allenby,11,0
Haifa,HaYarkon,2,5
Ashdod,Jabotinsky,15,5
Ramat Gan,Dizengoff,16,2
Modiin,HaYarkon,10,6
Modiin,Jabotinsky,14,0
Kfar Saba,Arlozorov,7,0
Rishon LeZion,Allenby,19,8
Nazareth,Jabotinsky,13,7
Modiin,Rothschild,11,5
Nazareth,Arlozorov,15,0
Nazareth,King George,9,10
Tel Aviv,Rothschild,12,5
Rehovot,King George,2,1
Rishon LeZion,Dizengoff,15,10
Petah Tikva,King George,18,6
Tel Aviv,Jabotinsky,2,0
Ramat Gan,Rabin,9,8
Tel Aviv,Arlozorov,5,2
Haifa,Rabin,2,10
Netanya,Herzl,6,7
Rehovot,Bialik,7,6
Ashdod,Rothschild,1,3
Kfar Saba,Bialik,13,3
Herzliya,HaYarkon,7,7
Nazareth,Arlozorov,7,8
Haifa,Allenby,6,6
Ashdod,Arlozorov,1,0
Netanya,Ben Gurion,17,4
Rehovot,Rabin,1,0
Ashdod,Dizengoff,2,5
Ashkelon,Begin,1,1
Kfar Saba,Jabotinsky,10,6
Petah Tikva,HaYarkon,4,1
Ramat Gan,Arlozorov,5,6
Jerusalem,Sokolov,6,4
Rishon LeZion,Jabotinsky,14,1
Modiin,King George,8,2
Ashkelon,Dizengoff,13,9
Rishon LeZion,Rabin,16,8
Kfar Saba,Allenby,9,10
Beer Sheva,Bialik,1,0
Bnei Brak,Rabin,13,0
Jerusalem,Rabin,12,10
Netanya,Dizengoff,1,0
Tel Aviv,Eshkol,11,5
Netanya,Allenby,13,1
Tel Aviv,Sokolov,19,5
Kfar Saba,Begin,17,10
Ashkelon,Begin,7,6
Petah Tikva,Arlozorov,18,6
Haifa,Arlozorov,15,8
Petah Tikva,Allenby,5,2
Ramat Gan,HaYarkon,10,3
Haifa,Rabin,9,8
Ramat Gan,Herzl,2,8
Ashdod,King George,19,10
Petah Tikva,Dizengoff,7,10
Herzliya,Jabotinsky,10,3
Rehovot,Herzl,4,8
Ramat Gan,King George,12,2
Rehovot,Eshkol,5,7
Herzliya,Allenby,10,7
Tel Aviv,Sokolov,15,5
Modiin,Arlozorov,6,8
Beer Sheva,Rabin,19,0
Modiin,Dizengoff,17,6
Ashkelon,Rothschild,1,7
Herzliya,HaYarkon,5,5
Petah Tikva,Ben Gurion,9,2
Kfar Saba,Herzl,5,4
Haifa,Begin,17,8
Kfar Saba,Rothschild,1,6
Herzliya,HaYarkon,18,10
Kfar Saba,Jabotinsky,4,3
Kfar Saba,Allenby,11,4
Nazareth,HaYarkon,20,0
Nazareth,Arlozorov,16,7
Nazareth,Herzl,17,2
Jerusalem,Eshkol,2,5
Kfar Saba,Eshkol,14,10
Modiin,HaYarkon,4,9
Beer Sheva,Begin,2,10
Rehovot,Ben Gurion,2,6
Haifa,Herzl,6,5
Modiin,Jabotinsky,15,3
Beer Sheva,Eshkol,7,1
Ramat Gan,HaYarkon,17,1
Herzliya,Allenby,14,8
Modiin,Sokolov,6,5
Netanya,Sokolov,10,7
Tel Aviv,Rabin,11,0
Jerusalem,Ben Gurion,18,8
Ashkelon,Bialik,20,0
Ashkelon,Sokolov,15,5
Rehovot,Allenby,7,6
Kfar Saba,Herzl,12,8
Haifa,Sokolov,4,10
Bnei Brak,Rabin,4,9
Herzliya,Rabin,7,6
Beer Sheva,Herzl,16,10
Kfar Saba,Rothschild,7,3
Ashkelon,Sokolov,4,5
Nazareth,Dizengoff,11,3
Rehovot,HaYarkon,16,9
Haifa,Sokolov,18,1
Kfar Saba,Rothschild,9,1
Beer Sheva,King George,11,1
Bnei Brak,Eshkol,5,1
Rishon LeZion,Herzl,4,5
Ramat Gan,Sokolov,6,1
Rishon LeZion,Sokolov,16,8
Petah Tikva,Rothschild,5,5
Tel Aviv,Eshkol,16,5
Herzliya,Dizengoff,2,5
Petah Tikva,Rothschild,5,0
Modiin,Arlozorov,17,4
Kfar Saba,Bialik,3,1
Jerusalem,Allenby,6,5
Ramat Gan,Allenby,4,10
Ramat Gan,Allenby,6,10
Tel Aviv,Herzl,3,0
Haifa,Herzl,4,1
Ashdod,HaYarkon,18,1
Haifa,King George,19,5
Ashkelon,Jabotinsky,2,1
Modiin,Ben Gurion,16,3
Tel Aviv,Rabin,18,0
Netanya,Bialik,16,0
Beer Sheva,Allenby,1,1
Rehovot,Begin,6,3
Nazareth,Rothschild,13,5
Ashdod,Jabotinsky,15,4
Ramat Gan,Jabotinsky,2,7
Haifa,Dizengoff,14,0
Rehovot,Eshkol,7,2
Ashdod,Begin,14,7
Rehovot,Rothschild,14,8
Netanya,Dizengoff,5,8
Rishon LeZion,Rabin,14,2
Ashdod,Bialik,16,8
Beer Sheva,Jabotinsky,6,4
Rishon LeZion,Dizengoff,5,6
Rishon LeZion,Bialik,12,8
Rishon LeZion,Ben Gurion,19,2
Herzliya,Allenby,6,2
Nazareth,Bialik,13,5
Ashkelon,Ben Gurion,8,6
Tel Aviv,Sokolov,17,2
Haifa,Sokolov,7,1
Jerusalem,Arlozorov,5,1
Petah Tikva,Jabotinsky,10,0
Jerusalem,Eshkol,10,1
Netanya,Rothschild,3,1
Ashdod,Jabotinsky,1,5
Rehovot,Jabotinsky,2,0
Rishon LeZion,Arlozorov,18,9
Ashdod,Begin,12,7
Nazareth,Herzl,11,6
Modiin,King George,18,10
Modiin,Eshkol,14,0
Rehovot,Sokolov,11,6
Modiin,Allenby,15,9
Beer Sheva,Dizengoff,15,10
Herzliya,Eshkol,3,2
Modiin,Eshkol,1,6
Kfar Saba,Rothschild,19,8
Kfar Saba,Dizengoff,12,5
Ashkelon,Eshkol,15,7
Rishon LeZion,Begin,19,4
Ashkelon,Allenby,17,5
Nazareth,Arlozorov,14,10
Ashkelon,Begin,14,8
Petah Tikva,Dizengoff,10,10
Haifa,Bialik,15,0
Tel Aviv,Eshkol,9,10
Bnei Brak,Jabotinsky,7,10
Nazareth,Ben Gurion,7,2
Tel Aviv,Arlozorov,2,8
Haifa,Ben Gurion,18,2
Nazareth,King George,3,1
Beer Sheva,Bialik,12,7
Jerusalem,Herzl,1,8
Haifa,Dizengoff,5,0
Tel Aviv,HaYarkon,3,0
Haifa,Sokolov,15,9
Petah Tikva,Arlozorov,6,9
Tel Aviv,Sokolov,5,1
Jerusalem,Begin,1,9
Rehovot,Rothschild,20,3
Kfar Saba,Jabotinsky,5,6
Ashdod,Sokolov,4,10
Jerusalem,Eshkol,3,1
Netanya,Ben Gurion,1,2
Netanya,Arlozorov,17,6
Nazareth,Arlozorov,6,8
Jerusalem,King George,13,9
Netanya,Rabin,8,10
Ashkelon,Bialik,16,1
Ramat Gan,Bialik,7,0
Jerusalem,Jabotinsky,1,2
Modiin,Sokolov,20,5
Netanya,Dizengoff,4,9
Haifa,Dizengoff,1,0
Tel Aviv,HaYarkon,1,1
Beer Sheva,Rothschild,17,10
Kfar Saba,Eshkol,19,5
Jerusalem,Arlozorov,14,4
Rehovot,Bialik,9,6
Jerusalem,Eshkol,19,1
Tel Aviv,Sokolov,15,2
Ramat Gan,Allenby,19,0
Jerusalem,King George,5,6
Modiin,Allenby,20,0
Herzliya,Allenby,8,8
Rishon LeZion,Rabin,12,4
Ashkelon,Rabin,15,6
Ramat Gan,Rothschild,15,3
Tel Aviv,Begin,5,6
Bnei Brak,Ben Gurion,18,4
Herzliya,Herzl,8,2
Modiin,Dizengoff,11,10
Netanya,Dizengoff,11,9
Ramat Gan,King George,3,8
Rehovot,Jabotinsky,18,8
Beer Sheva,Allenby,20,7
Petah Tikva,Arlozorov,6,6
Beer Sheva,Rothschild,12,0
Jerusalem,Eshkol,18,4
Netanya,Herzl,13,7
Ashkelon,Sokolov,6,9
Ashdod,Sokolov,13,0
Jerusalem,Bialik,3,10
Petah Tikva,Rothschild,5,4
Ramat Gan,Arlozorov,18,4
Bnei Brak,Sokolov,14,5
Ramat Gan,Begin,2,10
Bnei Brak,Rabin,17,0
Beer Sheva,Begin,15,10
Modiin,Eshkol,8,6
Modiin,Ben Gurion,8,5
Rehovot,Begin,4,6
Tel Aviv,Dizengoff,13,0
Haifa,Arlozorov,3,0
Jerusalem,HaYarkon,7,5
Bnei Brak,Eshkol,8,1
Ashdod,Bialik,14,1
Jerusalem,Allenby,16,3
Rishon LeZion,Dizengoff,14,1
Ashdod,Eshkol,6,7
Petah Tikva,Eshkol,5,9
Jerusalem,Eshkol,17,10
Rehovot,HaYarkon,5,3
Beer Sheva,King George,6,4
Modiin,Eshkol,11,0
Bnei Brak,Allenby,9,4
Rehovot,Begin,14,4
Rehovot,Eshkol,6,1
Netanya,Jabotinsky,19,10
Modiin,Begin,4,0
Ashdod,King George,17,0
Beer Sheva,Dizengoff,4,10
Rishon LeZion,Begin,2,3
Ramat Gan,Rabin,17,0
Jerusalem,Allenby,13,0
Modiin,Bialik,9,1
Kfar Saba,Eshkol,8,6
Petah Tikva,Bialik,19,0
Kfar Saba,Sokolov,15,2
Ashkelon,Arlozorov,17,8
Haifa,Bialik,11,10
Rishon LeZion,Allenby,12,1
Nazareth,Ben Gurion,19,0
Herzliya,Rothschild,16,6
Ramat Gan,Rothschild,15,1
Beer Sheva,Bialik,16,10
Ashdod,Rabin,13,6
Ramat Gan,Herzl,1,4
Ashdod,Rabin,8,7
Kfar Saba,Bialik,9,3
Ashkelon,Dizengoff,2,1
Beer Sheva,Rabin,15,2
Ashkelon,Dizengoff,3,5
Tel Aviv,Rothschild,9,8
Netanya,King George,9,0
Nazareth,Arlozorov,5,4
Petah Tikva,Eshkol,15,5
Ashkelon,King George,20,2
Rehovot,Rabin,4,6
Jerusalem,HaYarkon,18,2
Nazareth,Herzl,12,6
Herzliya,Rabin,5,1
Beer Sheva,HaYarkon,4,10
Herzliya,Allenby,11,8
Ashdod,Ben Gurion,1,8
Netanya,HaYarkon,18,5
Haifa,Begin,16,10
Petah Tikva,Begin,8,10
Tel Aviv,Ben Gurion,3,3
Rishon LeZion,Eshkol,4,10
Netanya,HaYarkon,6,7
Ashdod,Eshkol,15,10
Herzliya,King George,15,2
Tel Aviv,Dizengoff,1,0
Petah Tikva,Eshkol,14,0
Ashkelon,Allenby,12,0
Ashkelon,Bialik,6,2
Rishon LeZion,Allenby,4,4
Kfar Saba,King George,4,5
Petah Tikva,Rabin,10,8
Herzliya,Ben Gurion,15,1
Herzliya,HaYarkon,19,9
Bnei Brak,Herzl,2,0
